epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
3,28312.3,1.45839,2.27824,1.81311,0.19747,0.43359,0.18356,0.10199,1.699,15.8637,2.2678,0.000685701,0.000685701,0.000685701
